0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
-274.69836,108.359215,28.006447,5.136795,8.312409,7.7774878,-25.030804,-1.7965106,-17.750711,-10.907476,-3.9660256,-7.7671514,-10.303752,-2.5434246,-8.799877,-0.5413743,-8.483604,-8.393807,-2.3529253,3.5935388,-6.1198015,2.5682685,-7.090671,0.27762848,-5.966894,2.5160873,-0.264435,7.0144935,1.7682945,6.4857197,5.307767,5.0547976,-1.5819477,6.7150574,0.13183121,4.0790825,1.0449768,8.816476,1.2321813,2.6685634,f_happy
-250.3138,102.345764,20.315172,30.84295,16.749676,1.5626502,-38.41319,12.557632,-8.362528,-21.253164,-0.816909,-3.1784098,-13.619782,-2.5716784,-9.38601,-8.21891,-5.3416514,-2.4502182,-3.9281096,3.603784,-7.4362645,1.0449238,-6.8449497,-3.524421,-6.5358663,0.35961536,-5.6244326,4.459246,-3.699095,6.7063828,2.8904405,9.063867,-0.5851702,7.3388515,-3.0613186,7.4856267,2.2939208,7.1869903,-3.2911901,0.08940698,f_happy
-268.84714,113.44135,5.9252825,15.794361,11.458472,6.3054256,-30.665638,-2.6274586,-12.925444,-11.559959,7.300084,-9.866831,-15.008245,-4.698569,-6.048519,0.0093227085,-13.224747,-10.963598,-3.6395755,0.45313936,-11.571201,-5.337593,-11.763251,-2.5869412,-9.483274,0.632973,5.3049436,8.9834385,8.370273,13.240963,7.34305,8.006813,0.54316545,10.369522,2.0710151,6.889718,2.677631,1.8035179,-2.163003,2.4785728,f_happy
-270.1036,123.395615,45.348,3.0180125,-2.611674,-15.751375,-28.986095,13.150269,-12.638066,-21.679731,-11.885824,-4.034168,-9.762144,2.6563969,-8.154896,-1.1989384,-5.145101,-11.837444,-11.160484,-0.88268495,-12.905417,-0.8544144,-9.710369,-2.345486,-0.55016744,2.1903121,7.9172683,19.178246,7.3570995,19.203041,11.507489,10.744026,-0.65302896,7.6716294,-7.4732175,-0.2111297,-6.3058443,-0.2531622,-5.0983663,-3.0701203,f_happy
-249.90515,92.69304,33.893597,15.14092,11.39236,18.768585,-31.712355,5.2132816,-14.745306,-8.738386,-1.0778948,-5.99358,-13.36257,-4.2807517,-8.631935,-0.96589893,-11.301311,-8.620848,-7.2522664,2.3852508,-13.587758,0.6225179,-9.690103,3.1463628,-2.719548,2.6192923,0.3304503,5.445211,-7.387194,5.1574793,-0.507422,0.84733826,-0.46310768,10.848853,-4.2928324,10.072006,2.0603602,5.1614194,-1.2881103,1.1251838,f_happy
-286.90155,97.116035,27.010109,10.286685,2.8382304,15.281705,-19.082571,1.5888094,-9.742707,-5.6797376,2.3122356,-1.3266737,-9.477544,2.4606247,-1.4988388,1.0671403,-6.1175203,-6.500576,-3.7971725,3.1248317,-9.018834,5.8600383,-5.784958,4.897649,-0.916553,3.3048627,-1.7008692,4.0932837,-3.7537835,4.891114,0.6073112,4.529882,2.693153,9.076534,0.41446945,5.5311084,-2.9357693,2.105901,-2.9918623,0.3216389,f_neutral
-327.18726,104.10388,16.664032,14.070262,12.326353,14.428712,-17.231436,-4.903328,-15.750848,-5.9498963,0.5846368,-4.2908535,-9.162269,5.5610347,-9.777768,-0.12785879,-4.828594,-8.433529,-8.668809,2.7028618,-13.418843,-1.5149959,-12.230503,-2.100602,-8.393636,0.7476799,-4.5443873,12.002144,3.670425,12.494557,8.468906,11.659213,4.2030373,10.377153,0.11109678,7.8698926,-2.921571,1.6824762,-4.96452,-2.4083178,f_neutral
-331.43387,124.8792,25.171587,7.896279,25.328756,11.6075945,-20.003048,-5.797749,-11.63986,-12.9041605,3.8993163,-4.375744,-13.285072,1.5005629,-4.324473,-2.0059276,-9.513802,-9.345562,-6.147856,-1.3548111,-13.515242,0.47295484,-7.490022,4.9338527,0.1102797,9.563219,3.1724849,13.296798,-1.0208379,4.9629107,1.8519092,5.278422,-0.94234174,4.626421,-3.842568,4.4476104,-1.1225703,3.503686,-0.089337185,3.1595235,f_neutral
-268.48172,101.55635,14.725763,18.688135,12.8598,16.628326,-12.870078,9.502194,-6.0481777,-7.1375217,6.0693183,-1.4583695,-11.748399,-2.802145,-3.8075728,1.7736682,-2.3099966,-7.8069377,-7.9076676,3.2297807,-6.4430666,8.580113,2.6173325,8.311186,1.2474939,8.173976,-5.3416123,0.47673237,-10.483783,-1.2762493,0.03145645,3.0493832,-0.115825474,4.346077,-2.4933798,6.5275617,3.3670216,7.9483366,4.945804,5.417757,f_neutral
-297.38104,115.33484,32.467983,1.1979734,-3.2616723,17.846268,-20.33584,6.785369,-19.498705,-19.006676,-0.706935,-3.4946432,-12.501611,-2.472654,-6.691587,-1.0031065,-6.803277,-9.833837,-4.3863053,-2.5031526,-14.627179,-2.8043034,-9.471494,-5.3548017,-6.3147516,5.4737816,1.3078928,9.234985,3.0362108,8.4592905,7.7622023,10.672766,4.476712,7.71255,0.0725553,6.7767286,4.0416994,5.084396,1.0716963,3.7352936,f_neutral
-282.67236,114.82965,14.893559,20.300165,3.9751835,-5.4625645,-19.90275,-6.116307,-18.854528,-15.187074,-2.3866565,-16.144215,-15.140761,-8.727713,-14.931199,-8.568394,-2.2973518,-1.7638615,-3.829347,6.547537,4.2026854,12.497696,13.093418,9.200801,4.7252903,8.000523,-0.88963133,-3.4950676,-11.137635,-1.6538419,-2.9805624,0.033201296,-2.363662,-0.6644143,-8.654727,4.217737,3.4019778,0.46036106,-7.1186695,-5.89453,f_sad
-226.47432,118.9802,5.6391897,1.5753986,1.8090001,-5.4303765,-31.649002,-1.0695288,-2.3424654,-15.732758,-2.20452,-3.7194169,-20.285635,-5.294205,-11.248325,-9.388352,-13.872261,-4.9307094,2.5754316,15.89597,7.9255524,16.286987,7.6519675,3.6576564,-3.7824438,1.6325276,-0.056356154,1.4220754,-8.839741,1.0056792,-5.8714933,1.985209,-4.984314,2.241636,-11.613206,-0.19707754,-0.015466708,5.192427,2.638685,3.2639658,f_sad
-295.38522,68.69299,18.53765,27.045355,7.2797685,8.226544,-30.053999,5.1021495,-14.797227,-13.852457,-7.25689,-3.6439812,-11.638036,-2.8172534,-10.323004,-4.9260697,-5.1244693,-3.3526616,-10.659769,-1.0761808,-16.6084,1.2426726,-2.1860356,7.873017,9.026267,22.345755,14.1933565,26.207232,5.87498,9.750743,-1.863305,1.4403058,-5.747065,5.787173,-8.732517,-2.1330209,-4.1370945,-1.1813645,-8.620754,0.08232313,f_sad
-238.33745,57.11359,32.448704,30.093296,1.0780752,17.696215,-25.81621,8.407419,-19.121387,-3.936589,-0.04688591,-6.170769,-6.9928837,-0.59371394,-7.4577975,2.98209,-7.245936,-9.940638,-6.406632,3.7480438,-10.008986,0.06855202,-12.108231,1.9011003,-9.783509,-0.53310555,-5.972491,4.549641,-2.8271735,6.6073947,6.1881022,9.893447,-1.5674304,11.910153,-2.0586898,4.5157323,2.215275,9.902076,1.3876615,5.6472626,f_sad
-304.48465,116.9254,29.397276,19.444792,7.631991,-0.8705518,-35.432518,2.8778641,-20.45277,-16.584236,-2.9798226,-7.8503747,-8.4358015,-2.0429645,-2.195986,-7.5650682,-3.1748435,-12.853127,-4.096846,-0.043586858,-13.339912,-2.1209714,-12.956648,-3.6271298,-12.114137,-8.246612,-12.553016,-3.0709393,-7.85586,3.943858,7.3369184,16.705654,16.587666,25.41845,13.894973,13.224361,1.868935,3.0676064,-1.755291,1.4426447,f_sad
-203.99141,95.56837,6.172181,35.209213,-2.4103863,38.1732,-18.40857,-6.700474,-9.754069,-14.296886,-2.3943853,-1.6286929,-11.854581,-9.192755,-13.70044,-8.907588,-0.6036659,-1.6738813,-8.044899,-7.2696853,-8.005583,17.289162,-18.66872,-6.1834226,-1.1719483,1.5962919,-9.54809,1.8599072,-7.7651706,-1.889456,2.8804321,6.071579,3.8246415,3.0114295,-0.07452336,1.9026479,-2.86638,1.1196735,-7.7908134,-0.7252474,f_angry
-226.10382,133.4339,-29.685112,31.55978,19.481155,10.965008,-18.452236,-8.670274,-14.72287,-24.525515,3.4586284,7.051958,-11.588078,-14.832796,-4.249056,-15.256387,-4.4486694,-7.6068454,-14.668499,-14.970276,-8.560561,8.230159,-21.889881,-8.374563,2.0683272,-10.142524,-13.759876,0.7097218,-9.037001,-1.8616935,-1.7797694,14.236223,6.3603745,7.217887,2.343587,1.1115823,-5.416048,-2.362938,-1.2853863,-2.9118872,f_angry
-202.01181,147.38983,-41.515827,32.033447,19.655548,-2.4246078,-13.387308,5.8098474,-12.861138,-26.897316,-3.2482142,3.459548,-13.577512,-13.089004,-8.5130205,-15.609573,-4.1484084,-8.8172865,-13.087346,-8.034706,-10.159988,5.8540206,-11.695918,-0.3854381,-5.213306,-1.5781349,-4.314648,0.3073045,-6.7145863,-2.9207447,-2.6425197,-1.1500556,-8.735614,-5.789075,-7.7820067,-4.5606866,-5.229744,0.06669381,2.230178,7.037471,f_angry
-197.78268,191.61108,-15.420619,-8.797484,-16.854446,-33.17531,-15.824331,0.5479054,-5.1240964,-21.32274,-3.170484,-0.95563126,-4.6825476,-5.8153152,-7.055464,-19.2224,-15.203895,8.338418,-13.438834,-11.765848,-9.704356,3.5567548,-9.132578,-0.42082283,-4.657252,-1.1019431,-9.150317,0.1653762,-11.735498,0.95599014,-3.5769582,-9.244654,-3.9997287,-6.3106356,-10.698305,-6.3309474,-6.6528187,-2.2056575,-7.8988285,-1.8668607,f_angry
-212.42053,122.95545,-41.056786,2.7587798,-1.750363,-11.996655,-32.06657,-18.491497,-12.758531,-30.419176,-1.2944075,6.887047,-16.371105,-9.019555,-11.722914,-10.069768,-4.983095,-0.27909985,-16.150467,-11.774178,-7.313825,3.4085047,-20.9682,-4.093178,-2.6042573,-1.4180595,3.7117598,18.524443,6.217627,12.818264,-2.1963801,-0.38001943,-3.1302695,2.1056144,3.3658512,16.154928,14.721887,10.097232,1.156061,-3.1258256,f_angry
-200.07144,91.96303,-22.537632,71.848564,28.42646,4.894578,10.574656,-9.0645,-2.5146236,-4.101322,-0.9183769,5.982454,-14.449341,-1.8470184,-12.404047,-1.3812122,-0.48852485,-7.699744,-5.7713385,3.1243758,-5.1969743,2.7637544,-14.371897,-5.826387,4.2088575,6.740241,-5.104985,20.464033,11.499317,15.040037,9.397995,4.2437143,-8.205736,-9.3841305,-4.8622136,2.0850573,-1.6486092,-1.8495358,-6.9442196,-3.8301768,f_fearful
-216.0013,123.30526,6.038423,2.580361,-23.886051,-10.852106,-28.970901,-2.7391078,0.039857455,-22.219505,-13.034801,4.6571913,-14.72563,-23.594563,-20.266125,-15.792821,-13.453061,-9.175467,-14.269755,-5.814681,-9.407863,20.083559,5.330294,12.604276,16.434189,11.937603,3.2321749,13.42567,5.4598703,13.904019,12.178729,10.424335,0.05867236,-9.0377035,-10.097741,5.640998,2.472746,-0.029883424,-7.806012,-3.6695745,f_fearful
-212.5249,76.842026,8.624233,28.991833,15.784534,15.942467,-20.647583,-32.71035,-9.4770355,-12.15441,-14.058914,5.9060354,-19.655209,-16.832499,-8.854391,6.176162,8.428012,9.714053,19.97641,44.826416,23.458332,43.403534,-6.948852,-3.4202585,-8.774206,-3.51132,-9.700526,4.999303,6.9290752,-3.382825,-15.4606495,-6.4959087,2.508577,-2.9006143,-8.217945,2.1343708,-15.661631,0.45897698,7.1540055,16.598457,f_fearful
-235.32796,147.3736,-3.7307956,9.868289,7.9013844,2.7988129,-17.720667,-6.900034,-2.710577,-7.2152104,3.9838684,-1.3047037,-7.0644894,-12.860912,-19.508104,-16.918428,-10.783668,0.98326427,-7.420063,-6.5420227,-12.294553,5.4464355,-8.117402,-7.3267846,-7.608387,-1.4773122,-13.668168,-1.5541372,-1.8660914,0.105597205,-2.0753405,3.4915438,4.366422,3.1162894,0.17694968,3.7787282,1.9254179,8.116889,5.5745454,6.8215003,f_fearful
-231.66948,126.56488,-18.891113,-15.129346,-10.430615,-12.147535,-28.794222,-8.612985,-4.7712264,-10.698176,2.1284084,-2.2791479,-6.312755,-18.662886,-24.921902,-6.062316,-4.657142,-1.2570803,4.404073,0.91193736,-3.5239592,18.98619,0.3953629,-1.6548539,7.8556294,11.508221,-1.4385098,4.09947,0.9098299,4.2166944,-2.6665494,-0.6667108,2.2344272,1.642008,-2.1167467,3.4896705,-3.4038007,1.6592926,-1.5768603,-1.0280865,f_fearful
-220.17178,125.633484,18.125164,17.062119,3.5668902,23.158403,-8.681011,0.9999626,1.0240088,-13.776423,-2.680454,3.8019884,-9.401193,3.5146236,-9.623978,-5.2107515,-1.0532404,-0.9155911,-7.0761843,-2.0658393,-4.854818,3.7978418,-11.34596,0.7704451,-2.2121272,0.7750737,-6.6186943,6.2790318,-3.2311363,5.636812,-4.379211,-1.533697,-1.0791303,2.685252,-1.6875376,6.124601,0.26440343,4.4682937,-0.13561282,2.7389219,f_happy
-198.45392,145.09026,1.5415114,12.903895,18.724453,17.876158,-13.1070595,-14.143514,-5.2511597,-19.312565,1.4536558,3.578955,-19.225512,-8.878076,-17.015444,-5.419892,-1.9637986,-9.710321,-13.756538,-6.8137116,-2.9327195,3.7799277,-11.684028,7.1573853,6.260194,6.0285263,-0.7834379,7.9181757,-5.0689244,2.0237277,-4.5687814,5.3420076,-2.9727802,-3.5827641,-5.2429256,3.1187093,0.37785923,-1.4257315,-3.97736,3.3510854,f_happy
-212.11282,116.01761,7.062075,24.1287,1.8460782,14.909321,-14.050222,-0.08963112,-10.251839,-11.740633,4.2018805,-2.4600184,-8.129417,-1.1645865,-14.713627,-9.427195,2.201067,-9.826414,-11.1402025,-7.7679935,-7.481293,2.5255628,-11.465009,-0.23185593,-3.4323118,2.0524197,-2.3566568,7.11868,1.4860619,11.60132,3.8475776,11.433458,2.6071925,4.499951,-4.5694695,6.3264065,1.2651019,1.8161391,-0.6473851,-3.846387,f_happy
-212.9572,135.18185,11.854949,7.5840445,5.968839,7.1107106,-25.853872,-5.1721725,-10.26838,-16.152119,-7.6236243,-10.797108,-16.55763,-0.63136584,-6.457684,-3.5764415,-1.7544531,-8.0267515,-12.966213,-2.666303,-15.85091,6.816743,-13.303788,-1.6864002,3.396004,3.314556,-9.433331,3.5813518,-6.327963,2.568958,-4.6257486,-2.1468515,-3.5495312,-1.8776685,-6.688176,5.3785877,-0.53807986,2.2882113,-0.08853727,0.9973946,f_happy
-215.37614,88.09793,8.75527,19.904125,9.723443,10.185907,-10.662957,-4.3220587,-7.1429515,-7.8938284,-0.12512462,-2.3237188,-10.926146,-2.2728066,-15.545556,-6.4305053,1.8892695,-7.7679687,-14.72541,-3.241945,-6.2792583,6.2090592,-10.454715,5.2368674,3.1742587,3.5486171,-7.330848,2.0978441,-8.785589,-0.284707,-2.6384995,4.5693974,0.45186067,3.2247958,-4.1191025,5.8688602,-1.0415598,1.4577374,-5.145737,-3.5242412,f_happy
-382.71063,141.21542,26.153917,37.81251,10.255818,12.509013,-7.5350256,14.7753935,-0.5771864,-9.673974,6.4781327,-12.013476,-23.107685,6.603707,-7.0786376,-14.702643,9.744887,-5.100061,-8.650727,-0.6225885,-8.887306,2.8959317,-5.7921295,1.9502236,-3.0833614,-1.2827275,-9.723035,0.9645648,-7.77912,-0.62394875,-7.747211,-3.4006023,-0.378796,-4.009214,-7.7462244,1.8016213,-2.869522,-1.6008639,-2.5949101,-3.1328084,f_neutral
-287.38193,131.20918,12.260597,31.200901,-2.7004828,29.709578,-3.6325693,-0.4589469,-12.310169,3.1610062,9.090087,-6.949561,-4.8660126,11.122229,-10.860719,-3.1846867,10.780079,-3.9042194,-8.22497,0.7568926,-12.61087,7.5987725,-6.4103894,-0.8742395,-3.9886334,4.455865,-8.419875,0.6012314,-5.5060287,-2.547266,-6.984833,1.8019139,-5.2098475,0.1573335,-7.1524315,0.9735367,-6.096135,2.4775915,-1.061862,-2.267634,f_neutral
-277.9122,164.05162,30.03604,20.796242,10.919512,18.242044,-9.842393,5.6657524,-10.107032,-9.464152,7.771494,-5.9328923,-7.2868567,6.7452717,-5.4195957,-10.045146,8.474783,-2.4830954,-9.714329,-0.43136138,-8.695767,3.241899,-5.1187043,-4.170903,-6.5309687,6.4072347,-5.1874003,-0.21174382,-5.9927773,0.60502183,-9.598135,-5.4151907,0.04050216,-6.0379443,-7.238078,3.338143,-1.0446615,1.7092483,-0.7153608,2.4068391,f_neutral
-338.93738,136.84433,20.012531,29.512592,15.292804,26.723501,-5.9748993,3.8811355,-4.508576,-23.069416,2.2804337,-13.025029,-12.708186,3.4355054,-13.160559,-10.10458,5.4287806,-0.06651581,-4.4037395,-1.2892135,-6.4991746,0.38436496,-2.8454142,1.001547,-7.9237347,-3.2524903,-2.070552,-1.0405251,-8.850141,-0.96008545,-3.805576,-6.773928,-2.696684,-2.179602,-8.258781,-3.7861667,-1.1820362,-1.9806572,-6.2746234,-0.55233955,f_neutral
-273.63208,151.87119,18.343616,19.871578,-4.179628,15.040893,-12.81278,15.491827,-1.4964081,-22.637749,-0.28733593,-14.246549,-13.52534,8.506463,-8.768892,-11.389974,1.1765999,-6.4650784,-11.311369,2.0831816,-12.437324,0.80808634,-4.0806117,-3.6290977,-8.213236,2.2992773,-7.2609935,-2.427217,-10.640391,0.4214775,-6.029557,-8.867043,-2.1413765,-2.5600917,-9.761906,-1.9625194,-6.994102,-2.2688022,-7.991846,-3.2777119,f_neutral
-272.45993,129.62785,17.141966,16.901037,-2.363594,-3.4204326,-28.745045,-14.541157,-2.354726,-14.992446,-16.042439,-22.85556,-21.027512,-19.888956,-20.675598,-14.20662,-8.518474,-15.77898,-9.216049,-5.03604,-23.259556,-2.2704003,5.003274,5.3263636,19.223572,31.311811,17.18824,10.85171,0.8575436,-1.6906809,-9.354647,-0.5164312,3.2318943,2.193224,4.0361524,3.12999,-4.3566446,1.693769,3.5235825,0.9313737,f_sad
-216.93712,147.92834,-17.546797,-19.519424,-22.623844,-12.534246,-21.589264,-13.123039,-3.557873,-14.40063,-7.296749,3.605496,-6.5530143,-15.697788,-20.703804,-19.76849,-11.846843,-10.267823,-6.4492188,-2.259867,-0.8051311,32.070442,8.127296,-0.8511945,0.83757997,-5.4884853,-6.6784954,1.9076467,-1.1691598,-0.46773112,-5.4082584,-5.5840673,-1.1743357,-2.534886,-6.0911713,1.2564015,-8.335493,-4.316681,0.9470872,6.6619506,f_sad
-277.68253,71.90462,-0.95930594,28.840899,4.3140383,15.1577,-28.363848,-5.008591,-10.809063,-15.884424,-3.5269735,-5.7695103,-13.10714,-13.507643,-18.404167,-4.1183796,-5.302506,-10.92074,-11.532966,-3.4498434,-6.953796,16.87656,0.6008372,9.778037,10.6452055,14.553322,-0.120828986,4.1413794,-3.2983232,-5.5185156,-2.9130912,4.163594,-1.1728834,-0.7218723,-9.237143,2.2516234,-0.3960164,4.6303596,3.5727398,2.974033,f_sad
-214.95985,76.53551,15.545999,-0.69302034,-7.646916,20.129751,-19.238218,-6.343793,-12.765469,-12.586949,-5.550244,4.2618904,-8.61176,-8.630445,-19.823242,-6.467316,-9.843302,-6.607944,-14.82949,-11.032331,-17.630995,8.823877,-18.101343,-9.960844,-9.592761,-4.1200514,-14.215078,1.8029257,-3.5218422,2.329775,4.5738087,10.067974,7.744295,9.831099,1.4986422,8.897062,2.407116,16.753431,7.4982843,7.549091,f_sad
-319.3016,145.67293,15.356851,8.615459,4.245849,-0.36305898,-11.986221,-3.466699,-3.4291244,-8.234602,-7.1141567,-13.361319,-3.88084,-6.0111876,-15.513954,-5.77982,-5.73304,-11.580915,-9.0705805,-7.37384,-11.148203,4.011414,-7.7622023,-13.3036375,-3.3076534,0.36707637,-10.103962,-7.4801936,-6.568824,-7.0348964,-11.255959,-6.421069,-1.2687424,-0.020159772,0.41045445,7.8722425,11.837954,13.012661,9.948283,8.437364,f_sad
-185.55338,69.022545,-14.888923,38.23527,1.7622814,7.478752,-22.300941,0.36210534,-20.817066,-6.729426,1.3075781,-20.623148,-18.90632,-2.3240209,-17.116728,-7.2844033,4.0470505,-11.935802,-11.803581,3.2428303,-13.866533,-5.8511343,-11.493257,0.9017338,-4.1941905,-3.227595,-12.40769,10.468663,-0.74459064,8.380056,11.143857,17.937504,16.448391,11.765242,-0.06291267,8.570309,-8.196234,-0.062032063,1.2155921,6.4978585,f_angry
-193.61548,108.41394,-23.80213,41.95974,13.1229,3.202402,-24.197903,0.8048422,-14.008043,2.1680212,6.7613,-21.536749,-14.916361,4.668885,-13.492807,-9.713205,-7.439917,-12.414394,-8.0885935,-1.3706663,-16.620174,0.11545982,-9.960051,0.48251224,-7.227678,-0.31340465,-15.842946,0.16769122,-6.444879,-4.8849244,-2.1730218,2.1500938,0.6074239,6.5402403,-2.2726016,10.280649,4.8294334,3.480098,7.161277,8.745808,f_angry
-196.52156,96.587006,-61.201256,62.93095,-9.3907385,2.3127737,-32.078526,5.376141,-29.210073,-9.632863,6.1992035,-28.44623,-12.522796,-9.145377,-13.374006,-7.80877,-7.7905674,-18.317469,0.18148279,-3.6627955,-14.5823,-1.4927229,-6.7628818,-2.6499343,-8.100211,-4.529655,-14.030117,0.093590885,-14.822821,-10.867074,-3.5851834,-5.151612,5.4984965,7.620176,6.896047,21.05245,9.887441,7.731185,7.2530365,3.3456538,f_angry
-172.37642,157.0622,-45.42135,-3.6917186,-9.059358,-21.685734,-28.212353,6.582323,-20.454391,-12.966357,10.039756,-3.9051664,-12.2358675,-4.0172725,-9.424083,-22.252438,8.594006,-9.5005,-24.150341,2.5694427,-6.106881,-5.973917,-11.821529,-3.443657,-8.07476,-6.5219536,-12.134464,1.8325384,-6.4080763,-6.5642056,-5.192027,-9.819833,-6.113995,-3.8249836,-7.3576202,13.340796,13.1256275,23.410803,20.832644,13.565161,f_angry
-242.33409,139.97717,-10.939959,17.466877,10.014106,2.2402363,-19.514185,5.6292186,-7.8351097,-14.723329,6.403588,-3.551802,-6.73971,-1.777216,-11.770395,-5.0362177,6.194027,-9.183375,-9.599574,-1.3326392,-7.493307,-0.39274508,-10.485562,0.32048094,-3.3060577,-0.8161968,-4.76045,1.2184421,-4.8936396,-0.62875175,-1.2676933,-3.609898,-5.170502,-0.15022269,-2.5184581,3.8475535,2.0114036,5.523032,5.6236773,5.5797043,f_angry
-159.78148,54.124218,-15.894994,38.30637,-1.9843735,1.1146237,-18.09683,0.47827378,-21.30919,-7.87607,-0.4329231,-11.886207,-16.328249,-1.2801865,-15.797718,-2.905147,-0.44452503,1.023798,-4.1492634,11.419616,-7.082841,-0.0052362042,-9.884036,0.76959646,-12.739184,-4.315487,-10.401529,4.3865366,-12.250797,-7.6668153,-7.6229944,0.949013,-3.658007,4.23873,-2.8652492,6.9632,1.3593144,10.501101,0.30122405,-0.43408477,f_fearful
